expt,treatment1,treatment2,rep,DP,conc,DPn,bin
cilantro,0.1,100,3,kestose,0,3,FOS
cilantro,1,100,1,kestose,0,3,FOS
cilantro,1,100,3,kestose,0,3,FOS
cilantro,10,100,2,kestose,0,3,FOS
cilantro,10,100,3,kestose,0,3,FOS
cilantro,25,100,1,kestose,0,3,FOS
cilantro,25,100,3,kestose,0,3,FOS
cilantro,50,100,2,kestose,0,3,FOS
cilantro,50,100,3,kestose,0,3,FOS
cilantro,100,100,1,kestose,0,3,FOS
cilantro,100,100,2,kestose,0,3,FOS
cilantro,0,0,2,neo-kestose,0,3,FOS
cilantro,0,0,3,neo-kestose,0,3,FOS
cilantro,0,100,1,neo-kestose,0,3,FOS
cilantro,0,100,3,neo-kestose,0,3,FOS
cilantro,0.1,100,1,neo-kestose,0,3,FOS
cilantro,0.1,100,3,neo-kestose,0,3,FOS
cilantro,1,100,1,neo-kestose,0,3,FOS
cilantro,1,100,3,neo-kestose,0,3,FOS
cilantro,10,100,2,neo-kestose,0,3,FOS
cilantro,10,100,3,neo-kestose,0,3,FOS
cilantro,25,100,1,neo-kestose,0,3,FOS
cilantro,25,100,3,neo-kestose,0,3,FOS
cilantro,50,100,2,neo-kestose,0,3,FOS
cilantro,50,100,3,neo-kestose,0,3,FOS
cilantro,100,100,1,neo-kestose,0,3,FOS
cilantro,100,100,2,neo-kestose,0,3,FOS
cilantro,0,0,2,DP 57,0,57,inulin
cilantro,0,0,3,DP 57,0,57,inulin
cilantro,0,100,1,DP 57,0,57,inulin
cilantro,0,100,3,DP 57,0,57,inulin
cilantro,0.1,100,1,DP 57,0,57,inulin
cilantro,0.1,100,3,DP 57,0,57,inulin
cilantro,1,100,1,DP 57,0,57,inulin
cilantro,1,100,3,DP 57,0,57,inulin
cilantro,10,100,2,DP 57,0,57,inulin
cilantro,10,100,3,DP 57,0,57,inulin
cilantro,25,100,1,DP 57,0,57,inulin
cilantro,25,100,3,DP 57,0,57,inulin
cilantro,50,100,2,DP 57,0,57,inulin
cilantro,50,100,3,DP 57,0,57,inulin
cilantro,100,100,1,DP 57,0,57,inulin
cilantro,100,100,2,DP 57,0,57,inulin
cilantro,0,0,2,DP 58,0,58,inulin
cilantro,0,0,3,DP 58,0,58,inulin
cilantro,0,100,1,DP 58,0,58,inulin
cilantro,0,100,3,DP 58,0,58,inulin
cilantro,0.1,100,1,DP 58,0,58,inulin
cilantro,0.1,100,3,DP 58,0,58,inulin
cilantro,1,100,1,DP 58,0,58,inulin
cilantro,1,100,3,DP 58,0,58,inulin
cilantro,10,100,2,DP 58,0,58,inulin
cilantro,10,100,3,DP 58,0,58,inulin
cilantro,25,100,1,DP 58,0,58,inulin
cilantro,25,100,3,DP 58,0,58,inulin
cilantro,50,100,2,DP 58,0,58,inulin
cilantro,50,100,3,DP 58,0,58,inulin
cilantro,100,100,1,DP 58,0,58,inulin
cilantro,100,100,2,DP 58,0,58,inulin
cilantro,0,0,2,DP 59,0,59,inulin
cilantro,0,0,3,DP 59,0,59,inulin
cilantro,0,100,1,DP 59,0,59,inulin
cilantro,0,100,3,DP 59,0,59,inulin
cilantro,0.1,100,1,DP 59,0,59,inulin
cilantro,0.1,100,3,DP 59,0,59,inulin
cilantro,1,100,1,DP 59,0,59,inulin
cilantro,1,100,3,DP 59,0,59,inulin
cilantro,10,100,2,DP 59,0,59,inulin
cilantro,10,100,3,DP 59,0,59,inulin
cilantro,25,100,1,DP 59,0,59,inulin
cilantro,25,100,3,DP 59,0,59,inulin
cilantro,50,100,2,DP 59,0,59,inulin
cilantro,50,100,3,DP 59,0,59,inulin
cilantro,100,100,1,DP 59,0,59,inulin
cilantro,100,100,2,DP 59,0,59,inulin
cilantro,0,0,2,DP 60,0,60,inulin
cilantro,0,0,3,DP 60,0,60,inulin
cilantro,0,100,1,DP 60,0,60,inulin
cilantro,0,100,3,DP 60,0,60,inulin
cilantro,0.1,100,1,DP 60,0,60,inulin
cilantro,0.1,100,3,DP 60,0,60,inulin
cilantro,1,100,1,DP 60,0,60,inulin
cilantro,1,100,3,DP 60,0,60,inulin
cilantro,10,100,2,DP 60,0,60,inulin
cilantro,10,100,3,DP 60,0,60,inulin
cilantro,25,100,1,DP 60,0,60,inulin
cilantro,25,100,3,DP 60,0,60,inulin
cilantro,50,100,2,DP 60,0,60,inulin
cilantro,50,100,3,DP 60,0,60,inulin
cilantro,100,100,1,DP 60,0,60,inulin
cilantro,100,100,2,DP 60,0,60,inulin
cilantro,0,0,2,DP 61,0,61,inulin
cilantro,0,0,3,DP 61,0,61,inulin
cilantro,0,100,1,DP 61,0,61,inulin
cilantro,0,100,3,DP 61,0,61,inulin
cilantro,0.1,100,1,DP 61,0,61,inulin
cilantro,0.1,100,3,DP 61,0,61,inulin
cilantro,1,100,1,DP 61,0,61,inulin
cilantro,1,100,3,DP 61,0,61,inulin
cilantro,10,100,2,DP 61,0,61,inulin
cilantro,10,100,3,DP 61,0,61,inulin
cilantro,25,100,1,DP 61,0,61,inulin
cilantro,25,100,3,DP 61,0,61,inulin
cilantro,50,100,2,DP 61,0,61,inulin
cilantro,50,100,3,DP 61,0,61,inulin
cilantro,100,100,1,DP 61,0,61,inulin
cilantro,100,100,2,DP 61,0,61,inulin
cilantro,0,0,2,DP 62,0,62,inulin
cilantro,0,0,3,DP 62,0,62,inulin
cilantro,0,100,1,DP 62,0,62,inulin
cilantro,0,100,3,DP 62,0,62,inulin
cilantro,0.1,100,1,DP 62,0,62,inulin
cilantro,0.1,100,3,DP 62,0,62,inulin
cilantro,1,100,1,DP 62,0,62,inulin
cilantro,1,100,3,DP 62,0,62,inulin
cilantro,10,100,2,DP 62,0,62,inulin
cilantro,10,100,3,DP 62,0,62,inulin
cilantro,25,100,1,DP 62,0,62,inulin
cilantro,25,100,3,DP 62,0,62,inulin
cilantro,50,100,2,DP 62,0,62,inulin
cilantro,50,100,3,DP 62,0,62,inulin
cilantro,100,100,1,DP 62,0,62,inulin
cilantro,100,100,2,DP 62,0,62,inulin
cilantro,0,0,2,DP 63,0,63,inulin
cilantro,0,0,3,DP 63,0,63,inulin
cilantro,0,100,1,DP 63,0,63,inulin
cilantro,0,100,3,DP 63,0,63,inulin
cilantro,0.1,100,1,DP 63,0,63,inulin
cilantro,0.1,100,3,DP 63,0,63,inulin
cilantro,1,100,1,DP 63,0,63,inulin
cilantro,1,100,3,DP 63,0,63,inulin
cilantro,10,100,2,DP 63,0,63,inulin
cilantro,10,100,3,DP 63,0,63,inulin
cilantro,25,100,1,DP 63,0,63,inulin
cilantro,25,100,3,DP 63,0,63,inulin
cilantro,50,100,2,DP 63,0,63,inulin
cilantro,50,100,3,DP 63,0,63,inulin
cilantro,100,100,1,DP 63,0,63,inulin
cilantro,100,100,2,DP 63,0,63,inulin
cilantro,0,0,2,DP 64,0,64,inulin
cilantro,0,0,3,DP 64,0,64,inulin
cilantro,0,100,1,DP 64,0,64,inulin
cilantro,0,100,3,DP 64,0,64,inulin
cilantro,0.1,100,1,DP 64,0,64,inulin
cilantro,0.1,100,3,DP 64,0,64,inulin
cilantro,1,100,1,DP 64,0,64,inulin
cilantro,1,100,3,DP 64,0,64,inulin
cilantro,10,100,2,DP 64,0,64,inulin
cilantro,10,100,3,DP 64,0,64,inulin
cilantro,25,100,1,DP 64,0,64,inulin
cilantro,25,100,3,DP 64,0,64,inulin
cilantro,50,100,2,DP 64,0,64,inulin
cilantro,50,100,3,DP 64,0,64,inulin
cilantro,100,100,1,DP 64,0,64,inulin
cilantro,100,100,2,DP 64,0,64,inulin
cilantro,0,0,2,DP 65,0,65,inulin
cilantro,0,0,3,DP 65,0,65,inulin
cilantro,0,100,1,DP 65,0,65,inulin
cilantro,0,100,3,DP 65,0,65,inulin
cilantro,0.1,100,1,DP 65,0,65,inulin
cilantro,0.1,100,3,DP 65,0,65,inulin
cilantro,1,100,1,DP 65,0,65,inulin
cilantro,1,100,3,DP 65,0,65,inulin
cilantro,10,100,2,DP 65,0,65,inulin
cilantro,10,100,3,DP 65,0,65,inulin
cilantro,25,100,1,DP 65,0,65,inulin
cilantro,25,100,3,DP 65,0,65,inulin
cilantro,50,100,2,DP 65,0,65,inulin
cilantro,50,100,3,DP 65,0,65,inulin
cilantro,100,100,1,DP 65,0,65,inulin
cilantro,100,100,2,DP 65,0,65,inulin
cilantro,0,0,2,DP 66,0,66,inulin
cilantro,0,0,3,DP 66,0,66,inulin
cilantro,0,100,1,DP 66,0,66,inulin
cilantro,0,100,3,DP 66,0,66,inulin
cilantro,0.1,100,1,DP 66,0,66,inulin
cilantro,0.1,100,3,DP 66,0,66,inulin
cilantro,1,100,1,DP 66,0,66,inulin
cilantro,1,100,3,DP 66,0,66,inulin
cilantro,10,100,2,DP 66,0,66,inulin
cilantro,10,100,3,DP 66,0,66,inulin
cilantro,25,100,1,DP 66,0,66,inulin
cilantro,25,100,3,DP 66,0,66,inulin
cilantro,50,100,2,DP 66,0,66,inulin
cilantro,50,100,3,DP 66,0,66,inulin
cilantro,100,100,1,DP 66,0,66,inulin
cilantro,100,100,2,DP 66,0,66,inulin
cilantro,0,0,2,DP 67,0,67,inulin
cilantro,0,0,3,DP 67,0,67,inulin
cilantro,0,100,1,DP 67,0,67,inulin
cilantro,0,100,3,DP 67,0,67,inulin
cilantro,0.1,100,1,DP 67,0,67,inulin
cilantro,0.1,100,3,DP 67,0,67,inulin
cilantro,1,100,1,DP 67,0,67,inulin
cilantro,1,100,3,DP 67,0,67,inulin
cilantro,10,100,2,DP 67,0,67,inulin
cilantro,10,100,3,DP 67,0,67,inulin
cilantro,25,100,1,DP 67,0,67,inulin
cilantro,25,100,3,DP 67,0,67,inulin
cilantro,50,100,2,DP 67,0,67,inulin
cilantro,50,100,3,DP 67,0,67,inulin
cilantro,100,100,1,DP 67,0,67,inulin
cilantro,100,100,2,DP 67,0,67,inulin
cilantro,0,0,2,DP 70,0,70,inulin
cilantro,0,0,3,DP 70,0,70,inulin
cilantro,0,100,1,DP 70,0,70,inulin
cilantro,0,100,3,DP 70,0,70,inulin
cilantro,0.1,100,1,DP 70,0,70,inulin
cilantro,0.1,100,3,DP 70,0,70,inulin
cilantro,1,100,1,DP 70,0,70,inulin
cilantro,1,100,3,DP 70,0,70,inulin
cilantro,10,100,2,DP 70,0,70,inulin
cilantro,10,100,3,DP 70,0,70,inulin
cilantro,25,100,1,DP 70,0,70,inulin
cilantro,25,100,3,DP 70,0,70,inulin
cilantro,50,100,2,DP 70,0,70,inulin
cilantro,50,100,3,DP 70,0,70,inulin
cilantro,100,100,1,DP 70,0,70,inulin
cilantro,100,100,2,DP 70,0,70,inulin
cilantro,0,0,2,DP 69,0,69,inulin
cilantro,0,0,3,DP 69,0,69,inulin
cilantro,0,100,1,DP 69,0,69,inulin
cilantro,0,100,3,DP 69,0,69,inulin
cilantro,0.1,100,1,DP 69,0,69,inulin
cilantro,0.1,100,3,DP 69,0,69,inulin
cilantro,1,100,1,DP 69,0,69,inulin
cilantro,1,100,3,DP 69,0,69,inulin
cilantro,10,100,2,DP 69,0,69,inulin
cilantro,10,100,3,DP 69,0,69,inulin
cilantro,25,100,1,DP 69,0,69,inulin
cilantro,25,100,3,DP 69,0,69,inulin
cilantro,50,100,2,DP 69,0,69,inulin
cilantro,50,100,3,DP 69,0,69,inulin
cilantro,100,100,1,DP 69,0,69,inulin
cilantro,100,100,2,DP 69,0,69,inulin
cilantro,0,0,2,DP 71,0,71,inulin
cilantro,0,0,3,DP 71,0,71,inulin
cilantro,0,100,1,DP 71,0,71,inulin
cilantro,0,100,3,DP 71,0,71,inulin
cilantro,0.1,100,1,DP 71,0,71,inulin
cilantro,0.1,100,3,DP 71,0,71,inulin
cilantro,1,100,1,DP 71,0,71,inulin
cilantro,1,100,3,DP 71,0,71,inulin
cilantro,10,100,2,DP 71,0,71,inulin
cilantro,10,100,3,DP 71,0,71,inulin
cilantro,25,100,1,DP 71,0,71,inulin
cilantro,25,100,3,DP 71,0,71,inulin
cilantro,50,100,2,DP 71,0,71,inulin
cilantro,50,100,3,DP 71,0,71,inulin
cilantro,100,100,1,DP 71,0,71,inulin
cilantro,100,100,2,DP 71,0,71,inulin
cilantro,0,0,2,DP 72,0,72,inulin
cilantro,0,0,3,DP 72,0,72,inulin
cilantro,0,100,1,DP 72,0,72,inulin
cilantro,0,100,3,DP 72,0,72,inulin
cilantro,0.1,100,1,DP 72,0,72,inulin
cilantro,0.1,100,3,DP 72,0,72,inulin
cilantro,1,100,1,DP 72,0,72,inulin
cilantro,1,100,3,DP 72,0,72,inulin
cilantro,10,100,2,DP 72,0,72,inulin
cilantro,10,100,3,DP 72,0,72,inulin
cilantro,25,100,1,DP 72,0,72,inulin
cilantro,25,100,3,DP 72,0,72,inulin
cilantro,50,100,2,DP 72,0,72,inulin
cilantro,50,100,3,DP 72,0,72,inulin
cilantro,100,100,1,DP 72,0,72,inulin
cilantro,100,100,2,DP 72,0,72,inulin
cilantro,0,0,2,DP 73,0,73,inulin
cilantro,0,0,3,DP 73,0,73,inulin
cilantro,0,100,1,DP 73,0,73,inulin
cilantro,0,100,3,DP 73,0,73,inulin
cilantro,0.1,100,1,DP 73,0,73,inulin
cilantro,0.1,100,3,DP 73,0,73,inulin
cilantro,1,100,1,DP 73,0,73,inulin
cilantro,1,100,3,DP 73,0,73,inulin
cilantro,10,100,2,DP 73,0,73,inulin
cilantro,10,100,3,DP 73,0,73,inulin
cilantro,25,100,1,DP 73,0,73,inulin
cilantro,25,100,3,DP 73,0,73,inulin
cilantro,50,100,2,DP 73,0,73,inulin
cilantro,50,100,3,DP 73,0,73,inulin
cilantro,100,100,1,DP 73,0,73,inulin
cilantro,100,100,2,DP 73,0,73,inulin
cilantro,0,0,2,DP 74,0,74,inulin
cilantro,0,0,3,DP 74,0,74,inulin
cilantro,0,100,1,DP 74,0,74,inulin
cilantro,0,100,3,DP 74,0,74,inulin
cilantro,0.1,100,1,DP 74,0,74,inulin
cilantro,0.1,100,3,DP 74,0,74,inulin
cilantro,1,100,1,DP 74,0,74,inulin
cilantro,1,100,3,DP 74,0,74,inulin
cilantro,10,100,2,DP 74,0,74,inulin
cilantro,10,100,3,DP 74,0,74,inulin
cilantro,25,100,1,DP 74,0,74,inulin
cilantro,25,100,3,DP 74,0,74,inulin
cilantro,50,100,2,DP 74,0,74,inulin
cilantro,50,100,3,DP 74,0,74,inulin
cilantro,100,100,1,DP 74,0,74,inulin
cilantro,100,100,2,DP 74,0,74,inulin
cilantro,0,0,2,DP 75,0,75,inulin
cilantro,0,0,3,DP 75,0,75,inulin
cilantro,0,100,1,DP 75,0,75,inulin
cilantro,0,100,3,DP 75,0,75,inulin
cilantro,0.1,100,1,DP 75,0,75,inulin
cilantro,0.1,100,3,DP 75,0,75,inulin
cilantro,1,100,1,DP 75,0,75,inulin
cilantro,1,100,3,DP 75,0,75,inulin
cilantro,10,100,2,DP 75,0,75,inulin
cilantro,10,100,3,DP 75,0,75,inulin
cilantro,25,100,1,DP 75,0,75,inulin
cilantro,25,100,3,DP 75,0,75,inulin
cilantro,50,100,2,DP 75,0,75,inulin
cilantro,50,100,3,DP 75,0,75,inulin
cilantro,100,100,1,DP 75,0,75,inulin
cilantro,100,100,2,DP 75,0,75,inulin
cilantro,0,0,2,DP 76,0,76,inulin
cilantro,0,0,3,DP 76,0,76,inulin
cilantro,0,100,1,DP 76,0,76,inulin
cilantro,0,100,3,DP 76,0,76,inulin
cilantro,0.1,100,1,DP 76,0,76,inulin
cilantro,0.1,100,3,DP 76,0,76,inulin
cilantro,1,100,1,DP 76,0,76,inulin
cilantro,1,100,3,DP 76,0,76,inulin
cilantro,10,100,2,DP 76,0,76,inulin
cilantro,10,100,3,DP 76,0,76,inulin
cilantro,25,100,1,DP 76,0,76,inulin
cilantro,25,100,3,DP 76,0,76,inulin
cilantro,50,100,2,DP 76,0,76,inulin
cilantro,50,100,3,DP 76,0,76,inulin
cilantro,100,100,1,DP 76,0,76,inulin
cilantro,100,100,2,DP 76,0,76,inulin
cilantro,0,0,2,DP 77,0,77,inulin
cilantro,0,0,3,DP 77,0,77,inulin
cilantro,0,100,1,DP 77,0,77,inulin
cilantro,0,100,3,DP 77,0,77,inulin
cilantro,0.1,100,1,DP 77,0,77,inulin
cilantro,0.1,100,3,DP 77,0,77,inulin
cilantro,1,100,1,DP 77,0,77,inulin
cilantro,1,100,3,DP 77,0,77,inulin
cilantro,10,100,2,DP 77,0,77,inulin
cilantro,10,100,3,DP 77,0,77,inulin
cilantro,25,100,1,DP 77,0,77,inulin
cilantro,25,100,3,DP 77,0,77,inulin
cilantro,50,100,2,DP 77,0,77,inulin
cilantro,50,100,3,DP 77,0,77,inulin
cilantro,100,100,1,DP 77,0,77,inulin
cilantro,100,100,2,DP 77,0,77,inulin
cilantro,0,0,2,DP 78,0,78,inulin
cilantro,0,0,3,DP 78,0,78,inulin
cilantro,0,100,1,DP 78,0,78,inulin
cilantro,0,100,3,DP 78,0,78,inulin
cilantro,0.1,100,1,DP 78,0,78,inulin
cilantro,0.1,100,3,DP 78,0,78,inulin
cilantro,1,100,1,DP 78,0,78,inulin
cilantro,1,100,3,DP 78,0,78,inulin
cilantro,10,100,2,DP 78,0,78,inulin
cilantro,10,100,3,DP 78,0,78,inulin
cilantro,25,100,1,DP 78,0,78,inulin
cilantro,25,100,3,DP 78,0,78,inulin
cilantro,50,100,2,DP 78,0,78,inulin
cilantro,50,100,3,DP 78,0,78,inulin
cilantro,100,100,1,DP 78,0,78,inulin
cilantro,100,100,2,DP 78,0,78,inulin
cilantro,0,0,2,DP 79,0,79,inulin
cilantro,0,0,3,DP 79,0,79,inulin
cilantro,0,100,1,DP 79,0,79,inulin
cilantro,0,100,3,DP 79,0,79,inulin
cilantro,0.1,100,1,DP 79,0,79,inulin
cilantro,0.1,100,3,DP 79,0,79,inulin
cilantro,1,100,1,DP 79,0,79,inulin
cilantro,1,100,3,DP 79,0,79,inulin
cilantro,10,100,2,DP 79,0,79,inulin
cilantro,10,100,3,DP 79,0,79,inulin
cilantro,25,100,1,DP 79,0,79,inulin
cilantro,25,100,3,DP 79,0,79,inulin
cilantro,50,100,2,DP 79,0,79,inulin
cilantro,50,100,3,DP 79,0,79,inulin
cilantro,100,100,1,DP 79,0,79,inulin
cilantro,100,100,2,DP 79,0,79,inulin
cilantro,0,0,2,DP 80,0,80,inulin
cilantro,0,0,3,DP 80,0,80,inulin
cilantro,0,100,1,DP 80,0,80,inulin
cilantro,0,100,3,DP 80,0,80,inulin
cilantro,0.1,100,1,DP 80,0,80,inulin
cilantro,0.1,100,3,DP 80,0,80,inulin
cilantro,1,100,1,DP 80,0,80,inulin
cilantro,1,100,3,DP 80,0,80,inulin
cilantro,10,100,2,DP 80,0,80,inulin
cilantro,10,100,3,DP 80,0,80,inulin
cilantro,25,100,1,DP 80,0,80,inulin
cilantro,25,100,3,DP 80,0,80,inulin
cilantro,50,100,2,DP 80,0,80,inulin
cilantro,50,100,3,DP 80,0,80,inulin
cilantro,100,100,1,DP 80,0,80,inulin
cilantro,100,100,2,DP 80,0,80,inulin
cilantro,0,0,2,DP 81,0,81,inulin
cilantro,0,0,3,DP 81,0,81,inulin
cilantro,0,100,1,DP 81,0,81,inulin
cilantro,0,100,3,DP 81,0,81,inulin
cilantro,0.1,100,1,DP 81,0,81,inulin
cilantro,0.1,100,3,DP 81,0,81,inulin
cilantro,1,100,1,DP 81,0,81,inulin
cilantro,1,100,3,DP 81,0,81,inulin
cilantro,10,100,2,DP 81,0,81,inulin
cilantro,10,100,3,DP 81,0,81,inulin
cilantro,25,100,1,DP 81,0,81,inulin
cilantro,25,100,3,DP 81,0,81,inulin
cilantro,50,100,2,DP 81,0,81,inulin
cilantro,50,100,3,DP 81,0,81,inulin
cilantro,100,100,1,DP 81,0,81,inulin
cilantro,100,100,2,DP 81,0,81,inulin
cilantro,0,0,2,DP 82,0,82,inulin
cilantro,0,0,3,DP 82,0,82,inulin
cilantro,0,100,1,DP 82,0,82,inulin
cilantro,0,100,3,DP 82,0,82,inulin
cilantro,0.1,100,1,DP 82,0,82,inulin
cilantro,0.1,100,3,DP 82,0,82,inulin
cilantro,1,100,1,DP 82,0,82,inulin
cilantro,1,100,3,DP 82,0,82,inulin
cilantro,10,100,2,DP 82,0,82,inulin
cilantro,10,100,3,DP 82,0,82,inulin
cilantro,25,100,1,DP 82,0,82,inulin
cilantro,25,100,3,DP 82,0,82,inulin
cilantro,50,100,2,DP 82,0,82,inulin
cilantro,50,100,3,DP 82,0,82,inulin
cilantro,100,100,1,DP 82,0,82,inulin
cilantro,100,100,2,DP 82,0,82,inulin
cilantro,0,0,2,DP 83,0,83,inulin
cilantro,0,0,3,DP 83,0,83,inulin
cilantro,0,100,1,DP 83,0,83,inulin
cilantro,0,100,3,DP 83,0,83,inulin
cilantro,0.1,100,1,DP 83,0,83,inulin
cilantro,0.1,100,3,DP 83,0,83,inulin
cilantro,1,100,1,DP 83,0,83,inulin
cilantro,1,100,3,DP 83,0,83,inulin
cilantro,10,100,2,DP 83,0,83,inulin
cilantro,10,100,3,DP 83,0,83,inulin
cilantro,25,100,1,DP 83,0,83,inulin
cilantro,25,100,3,DP 83,0,83,inulin
cilantro,50,100,2,DP 83,0,83,inulin
cilantro,50,100,3,DP 83,0,83,inulin
cilantro,100,100,1,DP 83,0,83,inulin
cilantro,100,100,2,DP 83,0,83,inulin
cilantro,0,0,2,DP 84,0,84,inulin
cilantro,0,0,3,DP 84,0,84,inulin
cilantro,0,100,1,DP 84,0,84,inulin
cilantro,0,100,3,DP 84,0,84,inulin
cilantro,0.1,100,1,DP 84,0,84,inulin
cilantro,0.1,100,3,DP 84,0,84,inulin
cilantro,1,100,1,DP 84,0,84,inulin
cilantro,1,100,3,DP 84,0,84,inulin
cilantro,10,100,2,DP 84,0,84,inulin
cilantro,10,100,3,DP 84,0,84,inulin
cilantro,25,100,1,DP 84,0,84,inulin
cilantro,25,100,3,DP 84,0,84,inulin
cilantro,50,100,2,DP 84,0,84,inulin
cilantro,50,100,3,DP 84,0,84,inulin
cilantro,100,100,1,DP 84,0,84,inulin
cilantro,100,100,2,DP 84,0,84,inulin
cilantro,0,0,2,DP 85,0,85,inulin
cilantro,0,0,3,DP 85,0,85,inulin
cilantro,0,100,1,DP 85,0,85,inulin
cilantro,0,100,3,DP 85,0,85,inulin
cilantro,0.1,100,1,DP 85,0,85,inulin
cilantro,0.1,100,3,DP 85,0,85,inulin
cilantro,1,100,1,DP 85,0,85,inulin
cilantro,1,100,3,DP 85,0,85,inulin
cilantro,10,100,2,DP 85,0,85,inulin
cilantro,10,100,3,DP 85,0,85,inulin
cilantro,25,100,1,DP 85,0,85,inulin
cilantro,25,100,3,DP 85,0,85,inulin
cilantro,50,100,2,DP 85,0,85,inulin
cilantro,50,100,3,DP 85,0,85,inulin
cilantro,100,100,1,DP 85,0,85,inulin
cilantro,100,100,2,DP 85,0,85,inulin
cilantro,0,0,2,DP 86,0,86,inulin
cilantro,0,0,3,DP 86,0,86,inulin
cilantro,0,100,1,DP 86,0,86,inulin
cilantro,0,100,3,DP 86,0,86,inulin
cilantro,0.1,100,1,DP 86,0,86,inulin
cilantro,0.1,100,3,DP 86,0,86,inulin
cilantro,1,100,1,DP 86,0,86,inulin
cilantro,1,100,3,DP 86,0,86,inulin
cilantro,10,100,2,DP 86,0,86,inulin
cilantro,10,100,3,DP 86,0,86,inulin
cilantro,25,100,1,DP 86,0,86,inulin
cilantro,25,100,3,DP 86,0,86,inulin
cilantro,50,100,2,DP 86,0,86,inulin
cilantro,50,100,3,DP 86,0,86,inulin
cilantro,100,100,1,DP 86,0,86,inulin
cilantro,100,100,2,DP 86,0,86,inulin
cilantro,0,0,2,DP 87,0,87,inulin
cilantro,0,0,3,DP 87,0,87,inulin
cilantro,0,100,1,DP 87,0,87,inulin
cilantro,0,100,3,DP 87,0,87,inulin
cilantro,0.1,100,1,DP 87,0,87,inulin
cilantro,0.1,100,3,DP 87,0,87,inulin
cilantro,1,100,1,DP 87,0,87,inulin
cilantro,1,100,3,DP 87,0,87,inulin
cilantro,10,100,2,DP 87,0,87,inulin
cilantro,10,100,3,DP 87,0,87,inulin
cilantro,25,100,1,DP 87,0,87,inulin
cilantro,25,100,3,DP 87,0,87,inulin
cilantro,50,100,2,DP 87,0,87,inulin
cilantro,50,100,3,DP 87,0,87,inulin
cilantro,100,100,1,DP 87,0,87,inulin
cilantro,100,100,2,DP 87,0,87,inulin
cilantro,0,0,2,DP 88,0,88,inulin
cilantro,0,0,3,DP 88,0,88,inulin
cilantro,0,100,1,DP 88,0,88,inulin
cilantro,0,100,3,DP 88,0,88,inulin
cilantro,0.1,100,1,DP 88,0,88,inulin
cilantro,0.1,100,3,DP 88,0,88,inulin
cilantro,1,100,1,DP 88,0,88,inulin
cilantro,1,100,3,DP 88,0,88,inulin
cilantro,10,100,2,DP 88,0,88,inulin
cilantro,10,100,3,DP 88,0,88,inulin
cilantro,25,100,1,DP 88,0,88,inulin
cilantro,25,100,3,DP 88,0,88,inulin
cilantro,50,100,2,DP 88,0,88,inulin
cilantro,50,100,3,DP 88,0,88,inulin
cilantro,100,100,1,DP 88,0,88,inulin
cilantro,100,100,2,DP 88,0,88,inulin
cilantro,0,0,2,DP 89,0,89,inulin
cilantro,0,0,3,DP 89,0,89,inulin
cilantro,0,100,1,DP 89,0,89,inulin
cilantro,0,100,3,DP 89,0,89,inulin
cilantro,0.1,100,1,DP 89,0,89,inulin
cilantro,0.1,100,3,DP 89,0,89,inulin
cilantro,1,100,1,DP 89,0,89,inulin
cilantro,1,100,3,DP 89,0,89,inulin
cilantro,10,100,2,DP 89,0,89,inulin
cilantro,10,100,3,DP 89,0,89,inulin
cilantro,25,100,1,DP 89,0,89,inulin
cilantro,25,100,3,DP 89,0,89,inulin
cilantro,50,100,2,DP 89,0,89,inulin
cilantro,50,100,3,DP 89,0,89,inulin
cilantro,100,100,1,DP 89,0,89,inulin
cilantro,100,100,2,DP 89,0,89,inulin
cilantro,0,0,2,DP 90,0,90,inulin
cilantro,0,0,3,DP 90,0,90,inulin
cilantro,0,100,1,DP 90,0,90,inulin
cilantro,0,100,3,DP 90,0,90,inulin
cilantro,0.1,100,1,DP 90,0,90,inulin
cilantro,0.1,100,3,DP 90,0,90,inulin
cilantro,1,100,1,DP 90,0,90,inulin
cilantro,1,100,3,DP 90,0,90,inulin
cilantro,10,100,2,DP 90,0,90,inulin
cilantro,10,100,3,DP 90,0,90,inulin
cilantro,25,100,1,DP 90,0,90,inulin
cilantro,25,100,3,DP 90,0,90,inulin
cilantro,50,100,2,DP 90,0,90,inulin
cilantro,50,100,3,DP 90,0,90,inulin
cilantro,100,100,1,DP 90,0,90,inulin
cilantro,100,100,2,DP 90,0,90,inulin
