Day,Hour,Vessel,time,Rep,Acetate,propionate,isobutyrate,Butyrate,isovalerate,valerate
22,16,8,22.66666667,3,4.60188,1.56689,0.99292,4.09844,1.65,1.53436
23,8,1,23.33333333,1,4.56541,1.70413,0.88155,3.90294,1.48974,1.35408
23,8,1,23.33333333,2,4.46975,1.68767,0.85432,3.80136,1.40602,1.31783
23,8,1,23.33333333,3,4.46212,1.68679,0.85656,3.79706,1.38346,1.30208
23,8,2,23.33333333,1,4.20899,1.32277,0.83807,3.32733,1.36527,1.31951
23,8,2,23.33333333,2,4.84627,1.51429,0.92026,3.8054,1.51172,1.47169
23,8,2,23.33333333,3,4.63412,1.48071,0.88155,3.68504,1.44385,1.39667
23,8,3,23.33333333,1,4.19433,1.42152,0.88147,3.96622,1.46095,1.05043
23,8,3,23.33333333,2,4.46545,1.47448,0.89663,4.07379,1.46997,1.08008
23,8,3,23.33333333,3,4.55258,1.48116,0.97725,4.23904,1.56303,1.13097
23,8,4,23.33333333,1,4.20963,1.16345,0.89078,4.44929,1.43443,0.8705
23,8,4,23.33333333,2,4.26779,1.19614,0.90089,4.50098,1.4342,0.86271
23,8,4,23.33333333,3,4.43127,1.22774,0.93887,4.6672,1.48691,0.89685
23,8,6,23.33333333,1,3.30375,1.43497,0.89273,3.91511,1.43102,1.2673
23,8,6,23.33333333,2,3.48838,1.48528,0.93841,4.08408,1.51381,1.33198
23,8,6,23.33333333,3,3.72511,1.58636,0.99459,4.36502,1.59561,1.40266
23,8,7,23.33333333,1,4.8696,1.49811,1.02164,4.20393,1.65831,1.41571
23,8,7,23.33333333,2,4.71627,1.45721,0.9672,4.00084,1.56214,1.33673
23,8,7,23.33333333,3,4.8152,1.47588,1.01039,4.18481,1.64502,1.38218
23,8,8,23.33333333,1,4.03759,1.35548,0.90578,3.79703,1.47774,1.37104
23,8,8,23.33333333,2,4.01432,1.33239,0.89116,3.68919,1.44569,1.35013
23,8,8,23.33333333,3,4.06689,1.36836,0.90266,3.75575,1.46408,1.3662
23,16,1,23.66666667,1,4.49862,1.68191,0.92353,4.0736,1.51391,1.45403
23,16,1,23.66666667,2,4.8483,1.77255,0.98927,4.37835,1.62144,1.4611
23,16,1,23.66666667,3,4.27158,1.58972,0.87182,3.82243,1.41178,1.27348
23,16,2,23.66666667,1,4.47053,1.44431,0.88222,3.49913,1.46613,1.39524
23,16,2,23.66666667,2,4.0887,1.31376,0.79925,3.12455,1.31399,1.2585
23,16,2,23.66666667,3,3.70225,1.18944,0.73078,2.84576,1.18695,1.14439
23,16,3,23.66666667,1,4.46973,1.45373,0.8378,3.89674,1.39216,1.03361
23,16,3,23.66666667,2,5.15018,1.63428,0.98201,4.57887,1.63201,1.22218
23,16,3,23.66666667,3,4.70639,1.481,0.88314,4.11509,1.4639,1.10655
23,16,4,23.66666667,1,4.84901,1.28847,0.90511,4.70665,1.48511,0.9068
23,16,4,23.66666667,2,4.80028,1.24589,0.89386,4.70193,1.56461,0.89814
23,16,4,23.66666667,3,4.67572,1.26234,0.88007,4.5675,1.38717,0.87938
23,16,6,23.66666667,1,3.14523,1.35505,0.87882,3.94061,1.42099,1.23778
23,16,6,23.66666667,2,3.49948,1.52584,0.9801,4.40267,1.57822,1.38765
23,16,6,23.66666667,3,3.24209,1.4241,0.92798,4.14312,1.51252,1.31801
23,16,7,23.66666667,1,4.88648,1.48573,1.01341,4.33642,1.69554,1.4215
23,16,7,23.66666667,2,4.34695,1.31587,0.89099,3.74033,1.46156,1.26207
23,16,7,23.66666667,3,4.74664,1.40314,0.9662,4.07738,1.59268,1.35658
23,16,8,23.66666667,1,3.95812,1.3578,0.91025,3.7537,1.47248,1.36961
23,16,8,23.66666667,2,3.84704,1.32271,0.87986,3.63972,1.41286,1.32302
23,16,8,23.66666667,3,3.92448,1.31897,0.89144,3.72247,1.47488,1.34098
24,8,1,24.33333333,1,4.31701,1.59479,0.95737,4.09858,1.55629,1.40331
24,8,1,24.33333333,2,4.58545,1.70501,1.0172,4.42127,1.66976,1.44655
24,8,1,24.33333333,3,4.32146,1.56,0.94025,4.04967,1.54167,1.38517
24,8,2,24.33333333,1,4.10917,1.34098,0.88524,3.45307,1.45868,1.3967
24,8,2,24.33333333,2,4.2326,1.39221,0.93484,3.68094,1.54784,1.45741
24,8,2,24.33333333,3,4.12899,1.34422,0.89162,3.49921,1.46336,1.41483
24,8,3,24.33333333,1,4.31888,1.51802,0.8432,3.97077,1.41294,1.05356
24,8,3,24.33333333,2,4.61953,1.55257,0.88102,4.21807,1.49396,1.1333
24,8,3,24.33333333,3,4.90286,1.66767,0.94381,4.45331,1.57289,1.18118
24,8,4,24.33333333,1,4.73525,1.3292,0.96522,4.91237,1.5329,0.96057
24,8,4,24.33333333,2,4.39736,1.2342,0.86893,4.52843,1.39484,0.88937
24,8,4,24.33333333,3,4.39618,1.22303,0.87026,4.49936,1.39283,0.8821
24,8,6,24.33333333,1,4.77986,1.76335,1.01099,4.69487,1.79563,1.45426
24,8,6,24.33333333,2,4.62001,1.70912,1.00185,4.64733,1.78277,1.42168
24,8,6,24.33333333,3,4.85367,1.85771,1.03906,4.91001,1.87197,1.50772
24,8,7,24.33333333,1,6.24761,1.595,1.02615,4.42385,1.82878,1.42333
24,8,7,24.33333333,2,6.72273,1.68066,1.06153,4.59492,1.89572,1.51822
24,8,7,24.33333333,3,6.51,1.64645,1.04598,4.49849,1.86569,1.48045
24,8,8,24.33333333,1,5.74662,1.61322,1.00847,4.41658,1.8232,1.5792
24,8,8,24.33333333,2,5.51542,1.57211,0.98836,4.24419,1.77139,1.52414
24,8,8,24.33333333,3,5.77647,1.63061,1.03905,4.50285,1.87133,1.60239
24,16,1,24.66666667,1,5.87475,1.78505,1.00882,4.48348,1.82782,1.49175
24,16,1,24.66666667,2,6.08093,1.82992,1.01544,4.44377,1.81703,1.50138
24,16,1,24.66666667,3,5.86493,1.77231,0.99505,4.35439,1.77971,1.45304
24,16,2,24.66666667,1,5.86243,1.59693,0.99872,3.93403,1.8308,1.57729
24,16,2,24.66666667,2,5.98306,1.59336,0.99365,4.01448,1.81982,1.59041
24,16,2,24.66666667,3,5.80752,1.61095,0.98587,3.97723,1.79818,1.59959
24,16,3,24.66666667,1,6.19242,1.7578,0.94109,4.57786,1.73107,1.18344
24,16,3,24.66666667,2,6.42799,1.81888,0.99415,4.77151,1.81807,1.25193
24,16,3,24.66666667,3,6.49448,1.83013,0.97213,4.70205,1.7588,1.24435
24,16,4,24.66666667,1,6.65917,1.58144,1.04229,5.51254,1.80994,1.02274
24,16,4,24.66666667,2,6.15888,1.49378,0.98705,5.17633,1.73911,0.9922
24,16,4,24.66666667,3,6.55568,1.55217,1.02841,5.43996,1.78442,1.03087
24,16,6,24.66666667,1,5.51659,2.03312,1.02069,4.91654,1.79167,1.44516
24,16,6,24.66666667,2,5.3391,1.93976,1.00505,4.791,1.77242,1.43035
24,16,6,24.66666667,3,4.61889,1.73657,0.85093,4.08974,1.49124,1.2135
24,16,7,24.66666667,1,7.21562,1.81548,1.01828,4.54613,1.82027,1.50395
24,16,7,24.66666667,2,7.05567,1.79066,1.01872,4.53436,1.85002,1.52497
24,16,7,24.66666667,3,7.18204,1.79205,1.0253,4.62487,1.8617,1.47981
24,16,8,24.66666667,1,6.46753,1.7798,0.99535,4.42252,1.76233,1.59297
24,16,8,24.66666667,2,5.68668,1.5518,0.83727,3.81032,1.4819,1.34932
24,16,8,24.66666667,3,6.00875,1.69507,0.91788,4.14708,1.65838,1.4543
25,8,1,25.33333333,1,7.33569,1.93323,1.0902,4.7547,1.95201,1.62637
25,8,1,25.33333333,2,6.80954,1.83879,1.04137,4.48669,1.90463,1.52817
25,8,1,25.33333333,3,7.43855,2.01331,1.13179,4.90644,2.02689,1.69125
25,8,2,25.33333333,1,6.70398,1.66457,1.0401,4.08313,1.88361,1.66025
25,8,2,25.33333333,2,7.07819,1.76513,1.12687,4.3714,2.01853,1.7659
25,8,2,25.33333333,3,7.18807,1.78257,1.12228,4.39274,2.06463,1.7833
25,8,3,25.33333333,1,7.56742,1.9146,1.08489,5.02412,1.97303,1.3581
25,8,3,25.33333333,2,7.81605,2.01417,1.11525,5.2011,1.991,1.37312
25,8,3,25.33333333,3,7.82198,1.97696,1.10576,5.21414,2.02333,1.39052
25,8,4,25.33333333,1,7.80722,1.68428,1.12595,5.70834,1.96339,1.13448
25,8,4,25.33333333,2,7.63082,1.67222,1.12454,5.67593,1.95961,1.13492
25,8,4,25.33333333,3,8.39391,1.76797,1.20328,6.10711,2.08427,1.18655
25,8,6,25.33333333,1,7.35433,2.52353,1.1284,5.31055,1.97139,1.71811
25,8,6,25.33333333,2,7.13979,2.46208,1.11173,5.17993,1.93313,1.65206
25,8,6,25.33333333,3,7.85314,2.63338,1.18808,5.57076,2.05462,1.78048
25,8,7,25.33333333,1,8.33519,2.11366,1.03362,4.57809,1.83204,1.61813
25,8,7,25.33333333,2,8.67496,2.22124,1.09633,4.8549,1.9707,1.71834
25,8,7,25.33333333,3,8.39903,2.08409,1.02559,4.55006,1.82573,1.61101
25,8,8,25.33333333,1,8.16253,2.18554,1.06479,4.82157,1.92617,1.75178
25,8,8,25.33333333,2,8.08671,2.1584,1.07653,4.76033,1.90204,1.7396
25,8,8,25.33333333,3,8.69844,2.29604,1.12194,5.0698,2.0074,1.83651
25,16,1,25.66666667,1,6.86873,1.62874,1.06625,4.72996,1.90653,1.54905
25,16,1,25.66666667,2,6.89459,1.65727,1.08425,4.85418,1.97871,1.59363
25,16,1,25.66666667,3,6.83549,1.65904,1.10885,4.84911,2.01268,1.60512
25,16,2,25.66666667,1,6.70872,1.74787,1.04649,3.94146,1.88445,1.62637
25,16,2,25.66666667,2,7.06494,1.84111,1.12787,4.16799,2.01483,1.72304
25,16,2,25.66666667,3,5.79193,1.43565,0.86403,3.22314,1.53878,1.32271
25,16,3,25.66666667,1,7.53795,1.69252,1.06345,4.95915,1.92255,1.31238
25,16,3,25.66666667,2,7.20913,1.62276,1.02121,4.76453,1.86565,1.27611
25,16,3,25.66666667,3,7.31323,1.64993,1.01878,4.8083,1.86469,1.29018
25,16,4,25.66666667,1,7.6207,1.45045,1.15607,5.89401,2.01572,1.11136
25,16,4,25.66666667,2,8.15336,1.53124,1.17209,6.10984,2.08536,1.15724
25,16,4,25.66666667,3,7.72671,1.47693,1.14863,5.82325,1.9975,1.12992
25,16,6,25.66666667,1,6.78981,2.26005,1.13415,5.44318,1.99561,1.66799
25,16,6,25.66666667,2,6.68817,2.2151,1.11061,5.30849,1.97437,1.64004
25,16,6,25.66666667,3,6.95685,2.298,1.14945,5.52247,2.07186,1.67769
25,16,7,25.66666667,1,8.64361,2.02627,1.11256,4.92892,2.00724,1.77491
25,16,7,25.66666667,2,8.08955,1.8895,1.03818,4.56868,1.8449,1.63394
25,16,7,25.66666667,3,8.01487,1.87125,1.04014,4.55134,1.96223,1.64962
25,16,8,25.66666667,1,7.86777,1.94942,1.08014,4.93938,1.92528,1.80035
25,16,8,25.66666667,2,6.85729,1.7363,0.9879,4.48998,1.7925,1.61758
25,16,8,25.66666667,3,6.11899,1.53211,0.86293,3.84254,1.49532,1.35541
26,16,1,26.66666667,1,5.44605,1.30121,1.05168,5.06538,1.88719,1.33129
26,16,1,26.66666667,2,5.4694,1.29151,0.99978,4.93808,1.87153,1.30206
26,16,1,26.66666667,3,4.81778,1.13234,0.86878,4.29451,1.5607,1.121
26,16,2,26.66666667,1,5.77278,1.48075,1.03532,4.03824,1.88479,1.64421
26,16,2,26.66666667,2,5.45386,1.36116,0.93988,3.67531,1.6906,1.49914
26,16,2,26.66666667,3,5.76651,1.50945,1.04469,4.06885,1.91545,1.68136
26,16,3,26.66666667,1,6.01413,1.21643,1.00189,4.81231,1.85681,1.17807
26,16,3,26.66666667,2,6.41098,1.26344,1.04468,5.02167,1.95365,1.26483
26,16,3,26.66666667,3,5.95685,1.19236,0.98759,4.73245,1.82007,1.177
26,16,4,26.66666667,1,5.5847,0.95265,1.04648,5.99279,1.88225,0.92999
26,16,4,26.66666667,2,5.89122,1.02093,1.10498,6.39304,1.97903,0.9686
26,16,4,26.66666667,3,5.759,0.99635,1.08038,6.21882,1.9937,0.96624
26,16,6,26.66666667,1,5.69879,1.85467,1.07102,5.41948,1.93547,1.47021
26,16,6,26.66666667,2,5.49937,1.8068,1.08494,5.36221,1.96475,1.47955
26,16,6,26.66666667,3,5.51208,1.83969,1.09196,5.41102,1.95567,1.45578
26,16,7,26.66666667,1,6.80638,1.50298,1.05441,4.65122,1.94601,1.45844
26,16,7,26.66666667,2,6.75998,1.48362,1.03179,4.56257,1.84097,1.42662
26,16,7,26.66666667,3,6.90977,1.53655,1.05106,4.68385,1.90156,1.48267
26,16,8,26.66666667,1,5.17704,1.26734,0.85011,3.96013,1.5244,1.29896
26,16,8,26.66666667,2,5.96219,1.50429,0.98772,4.60469,1.83967,1.50277
26,16,8,26.66666667,3,6.21202,1.49919,1.03353,4.71869,1.83704,1.55799
27,16,1,27.66666667,1,5.57259,1.53908,0.97491,4.49765,1.74552,1.27473
27,16,1,27.66666667,2,6.0942,1.65828,1.05086,4.84813,1.8852,1.40591
27,16,1,27.66666667,3,5.90752,1.55145,1.0301,4.68771,1.85507,1.37053
27,16,2,27.66666667,1,5.0966,1.37769,0.92396,3.48526,1.66471,1.50871
27,16,2,27.66666667,2,5.27677,1.42258,0.9775,3.68712,1.79601,1.59784
27,16,2,27.66666667,3,5.33037,1.48532,0.999,3.78452,1.85634,1.61975
27,16,3,27.66666667,1,6.11837,1.33308,1.0045,4.79098,1.83534,1.18083
27,16,3,27.66666667,2,5.76504,1.24416,0.95452,4.47355,1.71179,1.11363
27,16,3,27.66666667,3,5.79174,1.27464,0.96402,4.54586,1.77967,1.13078
27,16,4,27.66666667,1,4.97186,1.08889,0.9985,5.77023,1.78137,0.87766
27,16,4,27.66666667,2,4.81059,1.03903,0.95529,5.54008,1.71813,0.85378
27,16,4,27.66666667,3,4.62116,0.96979,0.88849,5.10261,1.55187,0.81284
27,16,6,27.66666667,1,4.80766,1.72182,0.98481,4.65077,1.73359,1.32674
27,16,6,27.66666667,2,4.99926,1.77501,0.9999,4.81998,1.79552,1.3568
27,16,6,27.66666667,3,5.29987,1.86283,1.06306,5.05814,1.91341,1.43238
27,16,7,27.66666667,1,6.22455,1.49533,1.012,4.38655,1.83106,1.39036
27,16,7,27.66666667,2,4.81452,1.08718,0.69672,3.095,1.21322,0.91308
27,16,7,27.66666667,3,5.98584,1.41913,0.9473,4.20307,1.73486,1.306
27,16,8,27.66666667,1,5.80261,1.58594,1.05611,4.79146,1.90494,1.62026
27,16,8,27.66666667,2,5.48388,1.46208,1.00759,4.45966,1.80062,1.49622
27,16,8,27.66666667,3,5.53785,1.50493,1.03723,4.66734,1.86609,1.5612
28,8,1,28.33333333,1,5.63579,1.62673,0.96221,4.31343,1.72787,1.32768
28,8,1,28.33333333,2,5.47351,1.55684,0.93881,4.21206,1.68852,1.29595
28,8,1,28.33333333,3,5.85133,1.658,0.98305,4.42942,1.75419,1.35015
28,8,2,28.33333333,1,5.52639,1.48571,0.98364,3.62265,1.77908,1.62623
28,8,2,28.33333333,2,5.37632,1.47652,0.95157,3.53119,1.73668,1.61072
28,8,2,28.33333333,3,5.22953,1.44185,0.97651,3.62956,1.7901,1.59182
28,8,3,28.33333333,1,6.06668,1.34897,0.93889,4.43169,1.72803,1.11893
28,8,3,28.33333333,2,6.54069,1.43093,1.00011,4.75186,1.82394,1.19233
28,8,3,28.33333333,3,5.90665,1.32749,0.95605,4.48043,1.77486,1.14325
28,8,4,28.33333333,1,5.10739,1.27087,1.0714,5.93539,1.8991,1.03474
28,8,4,28.33333333,2,4.99729,1.23144,1.04901,5.8678,1.86008,0.99933
28,8,4,28.33333333,3,4.73709,1.17211,0.9927,5.52405,1.7551,0.94027
28,8,6,28.33333333,1,5.01432,1.83415,1.01251,4.75564,1.81602,1.34175
28,8,6,28.33333333,2,5.36399,1.96203,1.05368,4.96943,1.83086,1.37633
28,8,6,28.33333333,3,4.79821,1.74967,0.94755,4.50718,1.6901,1.26618
28,8,7,28.33333333,1,4.80523,1.36339,0.8045,3.40111,1.24942,1.17975
28,8,7,28.33333333,2,4.771,1.36772,0.80772,3.40904,1.27945,1.17736
28,8,7,28.33333333,3,4.78839,1.38505,0.81682,3.44954,1.27283,1.18988
28,8,8,28.33333333,1,4.21966,1.39115,0.8182,3.57736,1.27544,1.32476
28,8,8,28.33333333,2,4.32375,1.40957,0.82693,3.62687,1.30484,1.32238
28,8,8,28.33333333,3,4.36513,1.40967,0.83127,3.59549,1.2722,1.31494
28,16,1,28.66666667,1,4.2301,1.41191,0.75583,3.27954,1.15744,1.10666
28,16,1,28.66666667,2,4.53745,1.52286,0.80437,3.5036,1.24087,1.17777
28,16,1,28.66666667,3,4.26987,1.43213,0.78362,3.35455,1.20926,1.14631
28,16,2,28.66666667,1,4.2985,1.33529,0.80328,2.91009,1.27889,1.36824
28,16,2,28.66666667,2,4.1946,1.34118,0.79125,2.81376,1.25799,1.33146
28,16,2,28.66666667,3,4.19752,1.33316,0.79069,2.91131,1.26887,1.31142
28,16,3,28.66666667,1,4.58008,1.21615,0.74252,3.47721,1.1923,0.95827
28,16,3,28.66666667,2,4.77233,1.2658,0.7636,3.56523,1.22844,0.96315
28,16,3,28.66666667,3,4.61773,1.22833,0.75686,3.48558,1.20852,0.95676
28,16,4,28.66666667,1,3.94388,1.14038,0.82574,4.54878,1.27042,0.8857
28,16,4,28.66666667,2,3.8959,1.07937,0.82752,4.52866,1.26592,0.8456
28,16,4,28.66666667,3,3.86705,1.12714,0.80574,4.45197,1.24417,0.84498
28,16,6,28.66666667,1,4.06284,1.74678,0.80556,3.64905,1.2519,1.11187
28,16,6,28.66666667,2,4.15766,1.76562,0.82296,3.70444,1.25907,1.10569
28,16,6,28.66666667,3,4.13922,1.74538,0.82684,3.71044,1.26519,1.12585
28,16,7,28.66666667,1,4.85259,1.40439,0.83082,3.49272,1.26982,1.2131
28,16,7,28.66666667,2,4.73825,1.3594,0.80205,3.45111,1.23423,1.15675
28,16,7,28.66666667,3,4.76352,1.41391,0.80913,3.4528,1.2712,1.23154
28,16,8,28.66666667,1,4.26166,1.39925,0.82607,3.60581,1.27482,1.33552
28,16,8,28.66666667,2,4.27368,1.39524,0.82524,3.54146,1.29637,1.33004
28,16,8,28.66666667,3,4.26184,1.39017,0.82621,3.58182,1.2938,1.35321
29,8,1,29.33333333,1,4.96116,1.66272,0.7803,3.35134,1.24281,1.05442
29,8,1,29.33333333,2,4.72934,1.54703,0.73974,3.10413,1.15082,0.9594
29,8,1,29.33333333,3,4.87113,1.62397,0.77981,3.27066,1.21331,1.02256
29,8,2,29.33333333,1,4.73349,1.65049,0.79836,2.75422,1.2622,1.19099
29,8,2,29.33333333,2,4.86003,1.7091,0.82028,2.79221,1.29336,1.24089
29,8,2,29.33333333,3,4.44629,1.5893,0.76165,2.57364,1.17845,1.14312
29,8,3,29.33333333,1,5.25617,1.39057,0.7627,3.30302,1.21157,0.9327
29,8,3,29.33333333,2,5.03994,1.34745,0.74883,3.28686,1.21266,0.93484
29,8,3,29.33333333,3,5.12793,1.37143,0.73565,3.2479,1.18763,0.89926
29,8,4,29.33333333,1,4.34728,1.1739,0.78448,4.15347,1.22106,0.76186
29,8,4,29.33333333,2,4.5095,1.19538,0.81245,4.29582,1.26902,0.79262
29,8,4,29.33333333,3,4.35572,1.15758,0.79027,4.11692,1.19452,0.72903
29,8,6,29.33333333,1,5.00596,2.02451,0.82049,3.36149,1.26143,0.91988
29,8,6,29.33333333,2,4.92099,1.98157,0.78979,3.32979,1.21939,0.91214
29,8,6,29.33333333,3,4.77578,1.97656,0.78879,3.27951,1.21258,0.88883
29,8,7,29.33333333,1,4.98428,1.47563,0.77994,3.33033,1.24026,1.04425
29,8,7,29.33333333,2,5.09824,1.5092,0.80669,3.33655,1.23948,1.08224
29,8,7,29.33333333,3,5.21428,1.52831,0.80481,3.35106,1.25761,1.0881
29,8,8,29.33333333,1,4.16686,1.35074,0.75638,3.25869,1.17315,1.11725
29,8,8,29.33333333,2,4.46468,1.46826,0.80941,3.51374,1.26043,1.20824
29,8,8,29.33333333,3,4.52563,1.4467,0.83439,3.59935,1.30503,1.22332
29,16,1,29.66666667,1,4.69007,1.66992,0.81022,3.52601,1.25211,1.05295
29,16,1,29.66666667,2,4.80783,1.66646,0.81838,3.54524,1.25746,1.07361
29,16,1,29.66666667,3,4.72553,1.65876,0.80211,3.48943,1.24806,1.05944
29,16,2,29.66666667,1,4.55969,1.55564,0.78271,2.83812,1.24229,1.23473
29,16,2,29.66666667,2,4.56757,1.53857,0.78019,2.82154,1.25947,1.21873
29,16,2,29.66666667,3,4.32205,1.47014,0.75307,2.72277,1.16838,1.14513
29,16,3,29.66666667,1,5.05885,1.417,0.77264,3.44111,1.23225,0.96849
29,16,3,29.66666667,2,5.02653,1.39012,0.77514,3.43411,1.21854,0.97135
29,16,3,29.66666667,3,4.99044,1.34387,0.75107,3.41605,1.21061,0.95724
29,16,4,29.66666667,1,4.19902,1.21794,0.7957,4.31062,1.20628,0.74533
29,16,4,29.66666667,2,4.29897,1.21835,0.78909,4.31255,1.21013,0.74143
29,16,4,29.66666667,3,4.24113,1.24902,0.81076,4.4348,1.23639,0.74807
29,16,6,29.66666667,1,4.75844,2.01359,0.80336,3.45358,1.23431,0.852
29,16,6,29.66666667,2,4.82085,2.07861,0.81033,3.52446,1.25569,0.86318
29,16,6,29.66666667,3,4.75974,2.06849,0.81175,3.51117,1.25813,0.86093
29,16,7,29.66666667,1,5.16695,1.50178,0.82955,3.48925,1.29496,1.1341
29,16,7,29.66666667,2,4.58012,1.34663,0.74979,3.102,1.14419,1.00445
29,16,7,29.66666667,3,5.26171,1.49226,0.82936,3.51744,1.29411,1.11607
29,16,8,29.66666667,1,4.53504,1.50402,0.85805,3.76361,1.31917,1.23159
29,16,8,29.66666667,2,4.44355,1.47512,0.83634,3.71779,1.2998,1.21265
29,16,8,29.66666667,3,4.33378,1.43006,0.80518,3.56351,1.26321,1.19663
30,8,1,30.33333333,1,4.53828,1.59029,0.79199,3.58166,1.24494,1.07458
30,8,1,30.33333333,2,4.47077,1.65074,0.81145,3.61284,1.27865,1.07785
30,8,1,30.33333333,3,4.66873,1.70928,0.82209,3.67839,1.29545,1.13248
30,8,2,30.33333333,1,4.23354,1.37197,0.78046,2.90259,1.22268,1.2321
30,8,2,30.33333333,2,4.23249,1.39684,0.79211,2.96044,1.25129,1.23522
30,8,2,30.33333333,3,4.30833,1.4001,0.79871,2.9359,1.27152,1.26879
30,8,3,30.33333333,1,4.8657,1.40164,0.77643,3.51211,1.24633,1.01523
30,8,3,30.33333333,2,4.9568,1.3788,0.77629,3.53938,1.23256,1.01569
30,8,3,30.33333333,3,4.70487,1.35217,0.76017,3.42323,1.19882,0.99051
30,8,4,30.33333333,1,4.16312,1.29966,0.82231,4.44239,1.28805,0.79681
30,8,4,30.33333333,2,4.13664,1.27314,0.80314,4.36608,1.22268,0.76156
30,8,4,30.33333333,3,4.1721,1.31634,0.81481,4.37166,1.23996,0.79188
30,8,6,30.33333333,1,4.76872,2.17151,0.82759,3.64706,1.31693,0.83992
30,8,6,30.33333333,2,4.76781,2.16798,0.83887,3.70028,1.27756,0.84171
30,8,6,30.33333333,3,4.67106,2.07438,0.81566,3.51122,1.23734,0.81686
30,8,7,30.33333333,1,4.96398,1.43196,0.81462,3.47074,1.2626,1.1202
30,8,7,30.33333333,2,5.16266,1.48824,0.83919,3.66813,1.32319,1.16293
30,8,7,30.33333333,3,4.7963,1.38863,0.79805,3.39904,1.24204,1.11575
30,8,8,30.33333333,1,4.41495,1.46654,0.8511,3.80202,1.35762,1.28294
30,8,8,30.33333333,2,4.21363,1.44315,0.84179,3.74544,1.3063,1.23393
30,8,8,30.33333333,3,4.24827,1.44386,0.85163,3.7917,1.33746,1.23517
30,16,1,30.66666667,1,4.71234,1.71932,0.82628,3.7055,1.31305,1.16722
30,16,1,30.66666667,2,4.49652,1.6509,0.80897,3.59135,1.25453,1.13663
30,16,1,30.66666667,3,4.72069,1.70704,0.84212,3.79577,1.30619,1.15716
30,16,2,30.66666667,1,4.42824,1.41178,0.82316,3.12509,1.28405,1.31985
30,16,2,30.66666667,2,4.23255,1.33678,0.80443,2.98149,1.27374,1.29219
30,16,2,30.66666667,3,4.15068,1.35351,0.78909,2.93487,1.27281,1.25913
30,16,3,30.66666667,1,4.73081,1.39366,0.78762,3.47141,1.21893,1.01948
30,16,3,30.66666667,2,4.91761,1.40414,0.7881,3.48705,1.20981,1.03097
30,16,3,30.66666667,3,4.85361,1.40595,0.78268,3.50004,1.2197,1.05202
30,16,4,30.66666667,1,4.21944,1.31169,0.83174,4.44822,1.25743,0.81388
30,16,4,30.66666667,2,4.03132,1.28269,0.80567,4.33581,1.2407,0.79344
30,16,4,30.66666667,3,4.10716,1.33733,0.82265,4.41227,1.26159,0.80153
30,16,6,30.66666667,1,4.69656,2.12659,0.82689,3.6678,1.27164,0.85081
30,16,6,30.66666667,2,4.65352,2.08429,0.81751,3.62441,1.25968,0.84612
30,16,6,30.66666667,3,4.50733,1.9813,0.81144,3.35746,1.26197,0.84319
30,16,7,30.66666667,1,5.01871,1.48634,0.84351,3.59369,1.31495,1.1772
30,16,7,30.66666667,2,4.57947,1.33852,0.76861,3.29217,1.19346,1.08185
30,16,7,30.66666667,3,4.64218,1.34794,0.76643,3.26509,1.17083,1.04358
30,16,8,30.66666667,1,4.03433,1.38099,0.81388,3.64693,1.26576,1.24324
30,16,8,30.66666667,2,4.13418,1.39704,0.82884,3.68506,1.2765,1.24743
30,16,8,30.66666667,3,4.24816,1.40797,0.84709,3.80136,1.31092,1.30293
